EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_NAME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
9985065,FLORIDA,1966,September,Tornado,C,PINELLAS,0,0,0,0,0K,0
10055623,MINNESOTA,1966,July,Thunderstorm Wind,C,,0,0,0,0,0,0
10059035,MISSOURI,1966,July,Thunderstorm Wind,C,VERNON,0,0,0,0,0,0
10080646,NEW MEXICO,1966,May,Tornado,C,ROOSEVELT,0,0,0,0,0K,0
10080664,NEW MEXICO,1966,August,Thunderstorm Wind,C,SAN MIGUEL,0,0,0,0,0,0
10071207,MONTANA,1966,November,Thunderstorm Wind,C,GRANITE,0,0,0,0,0,0
10070103,MONTANA,1966,May,Thunderstorm Wind,C,HILL,0,0,0,0,0,0
10011977,IOWA,1966,October,Tornado,C,ALLAMAKEE,0,0,0,0,2.5K,0
10089766,OHIO,1966,June,Thunderstorm Wind,C,SANDUSKY,0,0,0,0,0,0
10095455,OKLAHOMA,1966,April,Hail,C,TULSA,0,0,0,0,0,0
10093156,OKLAHOMA,1966,August,Thunderstorm Wind,C,OKLAHOMA,0,0,0,0,0,0
10009963,ILLINOIS,1966,December,Hail,C,ROCK ISLAND,0,0,0,0,0,0
10011989,IOWA,1966,October,Thunderstorm Wind,C,BENTON,0,0,0,0,0,0
10085108,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,MCLEAN,0,0,0,0,0,0
10025974,KANSAS,1966,May,Hail,C,JOHNSON,0,0,0,0,0,0
10024646,KANSAS,1966,June,Hail,C,LOGAN,0,0,0,0,0,0
10135483,TEXAS,1966,August,Tornado,C,COLLINGSWORTH,0,0,0,0,0K,0
10133938,TEXAS,1966,May,Hail,C,HOPKINS,0,0,0,0,0,0
10006169,INDIANA,1966,July,Thunderstorm Wind,C,LA PORTE,0,0,0,0,0,0
10008849,ILLINOIS,1966,May,Thunderstorm Wind,C,LEE,0,0,0,0,0,0
10126444,TENNESSEE,1966,May,Thunderstorm Wind,C,BLOUNT,0,0,0,0,0,0
10133919,TEXAS,1966,May,Hail,C,LLANO,0,0,0,0,0,0
10134337,TEXAS,1966,June,Thunderstorm Wind,C,JONES,0,0,0,0,0,0
10147261,WISCONSIN,1966,August,Hail,C,LA CROSSE,0,0,0,0,0,0
10080173,NEVADA,1966,September,Thunderstorm Wind,C,CLARK,0,0,0,0,0,0
10079253,NEW JERSEY,1966,March,Thunderstorm Wind,C,MORRIS,0,0,0,0,0,0
10079254,NEW JERSEY,1966,June,Thunderstorm Wind,C,MORRIS,0,0,0,0,0,0
10079255,NEW JERSEY,1966,July,Hail,C,OCEAN,0,0,0,0,0,0
10079256,NEW JERSEY,1966,July,Thunderstorm Wind,C,ATLANTIC,0,0,0,0,0,0
10079257,NEW JERSEY,1966,August,Thunderstorm Wind,C,,0,0,0,0,0,0
10079258,NEW JERSEY,1966,August,Hail,C,WARREN,0,0,0,0,0,0
10034665,KENTUCKY,1966,July,Thunderstorm Wind,C,JEFFERSON,0,0,0,0,0,0
10092008,OKLAHOMA,1966,June,Thunderstorm Wind,C,MUSKOGEE,0,0,0,0,0,0
10092010,OKLAHOMA,1966,June,Thunderstorm Wind,C,ELLIS,0,0,0,0,0,0
10085095,NORTH DAKOTA,1966,June,Thunderstorm Wind,C,CAVALIER,0,0,0,0,0,0
10085096,NORTH DAKOTA,1966,June,Thunderstorm Wind,C,WALSH,0,0,0,0,0,0
10085097,NORTH DAKOTA,1966,June,Thunderstorm Wind,C,,0,0,0,0,0,0
10085098,NORTH DAKOTA,1966,July,Hail,C,MCLEAN,0,0,0,0,0,0
10085099,NORTH DAKOTA,1966,July,Hail,C,MCLEAN,0,0,0,0,0,0
10085100,NORTH DAKOTA,1966,July,Tornado,C,MCLEAN,0,0,0,0,25K,0
10085101,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,BARNES,0,0,0,0,0,0
10085102,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,,0,0,0,0,0,0
10085103,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,RICHLAND,0,0,0,0,0,0
10085104,NORTH DAKOTA,1966,July,Hail,C,RANSOM,0,0,0,0,0,0
10085105,NORTH DAKOTA,1966,July,Tornado,C,ADAMS,0,0,0,0,25K,0
10085106,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,ADAMS,0,0,0,0,0,0
10074915,NEW YORK,1966,June,Thunderstorm Wind,C,WARREN,0,0,0,0,0,0
10074916,NEW YORK,1966,June,Thunderstorm Wind,C,DELAWARE,0,0,0,0,0,0
10074917,NEW YORK,1966,June,Thunderstorm Wind,C,,0,0,0,0,0,0
10074918,NEW YORK,1966,June,Thunderstorm Wind,C,SARATOGA,0,0,0,0,0,0
10074919,NEW YORK,1966,June,Thunderstorm Wind,C,BROOME,0,0,0,0,0,0
10074920,NEW YORK,1966,July,Thunderstorm Wind,C,ONONDAGA,0,0,0,0,0,0
10074921,NEW YORK,1966,July,Thunderstorm Wind,C,RENSSELAER,0,0,0,0,0,0
10074922,NEW YORK,1966,July,Thunderstorm Wind,C,RENSSELAER,0,0,0,0,0,0
10074923,NEW YORK,1966,July,Thunderstorm Wind,C,ALBANY,0,0,0,0,0,0
10074924,NEW YORK,1966,July,Thunderstorm Wind,C,ERIE,0,0,0,0,0,0
10085107,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,BOWMAN,0,0,0,0,0,0
10085109,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,MCKENZIE,0,0,0,0,0,0
10085110,NORTH DAKOTA,1966,July,Tornado,C,CASS,0,0,0,0,0K,0
10085111,NORTH DAKOTA,1966,July,Hail,C,,0,0,0,0,0,0
10085113,NORTH DAKOTA,1966,July,Hail,C,BARNES,0,0,0,0,0,0
10085114,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,STUTSMAN,0,0,0,0,0,0
10085115,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,STEELE,0,0,0,0,0,0
10085116,NORTH DAKOTA,1966,July,Tornado,C,STEELE,0,0,0,0,25K,0
10085117,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,GRAND FORKS,0,0,0,0,0,0
10085118,NORTH DAKOTA,1966,July,Tornado,C,RICHLAND,0,0,0,0,25K,0
10092024,OKLAHOMA,1966,June,Thunderstorm Wind,C,JACKSON,0,0,0,0,0,0
10092025,OKLAHOMA,1966,June,Hail,C,KAY,0,0,0,0,0,0
10092026,OKLAHOMA,1966,June,Hail,C,KAY,0,0,0,0,0,0
10092027,OKLAHOMA,1966,June,Thunderstorm Wind,C,KAY,0,0,0,0,0,0
10092028,OKLAHOMA,1966,June,Thunderstorm Wind,C,KAY,0,0,0,0,0,0
10092029,OKLAHOMA,1966,June,Thunderstorm Wind,C,KAY,0,0,0,0,0,0
10092030,OKLAHOMA,1966,June,Hail,C,BLAINE,0,0,0,0,0,0
10092031,OKLAHOMA,1966,June,Tornado,C,NOBLE,0,0,0,0,25K,0
10092032,OKLAHOMA,1966,June,Thunderstorm Wind,C,KAY,0,0,0,0,0,0
10092033,OKLAHOMA,1966,June,Thunderstorm Wind,C,OSAGE,0,0,0,0,0,0
10092034,OKLAHOMA,1966,June,Hail,C,KINGFISHER,0,0,0,0,0,0
10092035,OKLAHOMA,1966,June,Hail,C,WASHINGTON,0,0,0,0,0,0
10092036,OKLAHOMA,1966,June,Thunderstorm Wind,C,WASHINGTON,0,0,0,0,0,0
10092037,OKLAHOMA,1966,June,Thunderstorm Wind,C,OSAGE,0,0,0,0,0,0
10092038,OKLAHOMA,1966,June,Thunderstorm Wind,C,TULSA,0,0,0,0,0,0
10092039,OKLAHOMA,1966,June,Thunderstorm Wind,C,OKLAHOMA,0,0,0,0,0,0
10092011,OKLAHOMA,1966,June,Hail,C,ELLIS,0,0,0,0,0,0
10092012,OKLAHOMA,1966,June,Hail,C,ELLIS,0,0,0,0,0,0
10092013,OKLAHOMA,1966,June,Thunderstorm Wind,C,ELLIS,0,0,0,0,0,0
10092014,OKLAHOMA,1966,June,Hail,C,ELLIS,0,0,0,0,0,0
10092015,OKLAHOMA,1966,June,Hail,C,WOODWARD,0,0,0,0,0,0
10092016,OKLAHOMA,1966,June,Tornado,C,CADDO,0,0,0,0,25K,0
10092017,OKLAHOMA,1966,June,Tornado,C,WASHITA,0,0,0,0,0K,0
10092018,OKLAHOMA,1966,June,Hail,C,CADDO,0,0,0,0,0,0
10092019,OKLAHOMA,1966,June,Hail,C,KINGFISHER,0,0,0,0,0,0
10092020,OKLAHOMA,1966,June,Tornado,C,CADDO,0,0,0,0,0K,0
10092021,OKLAHOMA,1966,June,Thunderstorm Wind,C,OKLAHOMA,0,0,0,0,0,0
10092022,OKLAHOMA,1966,June,Thunderstorm Wind,C,OKLAHOMA,0,0,0,0,0,0
10092023,OKLAHOMA,1966,June,Thunderstorm Wind,C,OKLAHOMA,0,0,0,0,0,0
10083715,NORTH DAKOTA,1966,March,Thunderstorm Wind,C,GRAND FORKS,0,0,0,0,0,0
10083716,NORTH DAKOTA,1966,May,Tornado,C,LOGAN,0,0,0,0,25K,0
10083717,NORTH DAKOTA,1966,May,Tornado,C,LOGAN,0,0,0,0,25K,0
10083719,NORTH DAKOTA,1966,May,Tornado,C,STUTSMAN,0,0,0,0,0K,0
10083720,NORTH DAKOTA,1966,May,Thunderstorm Wind,C,STUTSMAN,0,0,0,0,0,0
10083721,NORTH DAKOTA,1966,June,Tornado,C,BARNES,0,0,0,0,0K,0
10083722,NORTH DAKOTA,1966,June,Tornado,C,WILLIAMS,0,0,0,0,25K,0
10083723,NORTH DAKOTA,1966,June,Hail,C,MOUNTRAIL,0,0,0,0,0,0
10083724,NORTH DAKOTA,1966,June,Thunderstorm Wind,C,WILLIAMS,0,0,0,0,0,0
10112527,SOUTH DAKOTA,1966,July,Tornado,C,BEADLE,0,0,0,0,2.5K,0
10112528,SOUTH DAKOTA,1966,July,Thunderstorm Wind,C,HUGHES,0,0,0,0,0,0
10112529,SOUTH DAKOTA,1966,July,Tornado,C,MEADE,0,0,0,0,25K,0
10086549,OHIO,1966,August,Thunderstorm Wind,C,LUCAS,0,0,0,0,0,0
10086550,OHIO,1966,September,Hail,C,STARK,0,0,0,0,0,0
10086551,OHIO,1966,September,Tornado,C,CUYAHOGA,20,0,0,0,2.5M,0
10086552,OHIO,1966,October,Tornado,C,GREENE,3,0,0,0,250K,0
10086553,OHIO,1966,November,Thunderstorm Wind,C,FRANKLIN,0,0,0,0,0,0
10112530,SOUTH DAKOTA,1966,July,Tornado,C,PENNINGTON,5,0,0,0,25K,0
10112531,SOUTH DAKOTA,1966,July,Hail,C,MEADE,0,0,0,0,0,0
10112532,SOUTH DAKOTA,1966,July,Tornado,C,HAAKON,0,0,0,0,0K,0
10112533,SOUTH DAKOTA,1966,July,Hail,C,ROBERTS,0,0,0,0,0,0
10112534,SOUTH DAKOTA,1966,July,Hail,C,HAAKON,0,0,0,0,0,0
10112535,SOUTH DAKOTA,1966,July,Hail,C,CORSON,0,0,0,0,0,0
10112536,SOUTH DAKOTA,1966,July,Tornado,C,CORSON,0,0,0,0,0K,0
10112537,SOUTH DAKOTA,1966,July,Tornado,C,SPINK,0,0,0,0,0K,0
10112538,SOUTH DAKOTA,1966,July,Hail,C,CORSON,0,0,0,0,0,0
10112539,SOUTH DAKOTA,1966,July,Tornado,C,FAULK,0,0,0,0,2.5K,0
10112540,SOUTH DAKOTA,1966,July,Thunderstorm Wind,C,MELLETTE,0,0,0,0,0,0
10112541,SOUTH DAKOTA,1966,July,Thunderstorm Wind,C,TRIPP,0,0,0,0,0,0
10112542,SOUTH DAKOTA,1966,July,Hail,C,BENNETT,0,0,0,0,0,0
10085119,NORTH DAKOTA,1966,July,Hail,C,STARK,0,0,0,0,0,0
10085120,NORTH DAKOTA,1966,July,Thunderstorm Wind,C,STARK,0,0,0,0,0,0
10085121,NORTH DAKOTA,1966,July,Tornado,C,SIOUX,0,0,0,0,0K,0
10085122,NORTH DAKOTA,1966,July,Tornado,C,EMMONS,0,0,0,0,0K,0
10085123,NORTH DAKOTA,1966,July,Tornado,C,EMMONS,0,0,0,0,0K,0
10085124,NORTH DAKOTA,1966,July,Tornado,C,MCINTOSH,0,0,0,0,25K,0
10085125,NORTH DAKOTA,1966,July,Hail,C,MERCER,0,0,0,0,0,0
10085126,NORTH DAKOTA,1966,July,Tornado,C,DICKEY,0,0,0,0,25K,0
10085127,NORTH DAKOTA,1966,July,Tornado,C,RANSOM,0,0,0,0,.25K,0
10085128,NORTH DAKOTA,1966,July,Tornado,C,MERCER,0,0,0,0,2.5K,0
10085129,NORTH DAKOTA,1966,August,Tornado,C,RAMSEY,1,0,0,0,250K,0
10085131,NORTH DAKOTA,1966,August,Tornado,C,RAMSEY,0,0,0,0,250K,0
10074913,NEW YORK,1966,June,Thunderstorm Wind,C,ONEIDA,0,0,0,0,0,0
10074914,NEW YORK,1966,June,Thunderstorm Wind,C,OTSEGO,0,0,0,0,0,0
10084306,NORTH DAKOTA,1966,June,Hail,C,EDDY,0,0,0,0,0,0
10084307,NORTH DAKOTA,1966,June,Tornado,C,SIOUX,0,0,0,0,0K,0
10084308,NORTH DAKOTA,1966,June,Thunderstorm Wind,C,WALSH,0,0,0,0,0,0
10092040,OKLAHOMA,1966,June,Thunderstorm Wind,C,GRADY,0,0,0,0,0,0
10092041,OKLAHOMA,1966,June,Hail,C,GRADY,0,0,0,0,0,0
10092042,OKLAHOMA,1966,June,Hail,C,CUSTER,0,0,0,0,0,0
10092043,OKLAHOMA,1966,June,Hail,C,MCCLAIN,0,0,0,0,0,0
10092044,OKLAHOMA,1966,June,Hail,C,OKLAHOMA,0,0,0,0,0,0
10095484,OKLAHOMA,1966,May,Hail,C,OSAGE,0,0,0,0,0,0
10095485,OKLAHOMA,1966,May,Hail,C,OSAGE,0,0,0,0,0,0
10095486,OKLAHOMA,1966,May,Tornado,C,CREEK,0,0,0,0,0K,0
10095487,OKLAHOMA,1966,May,Thunderstorm Wind,C,PAYNE,0,0,0,0,0,0
10095488,OKLAHOMA,1966,May,Thunderstorm Wind,C,CREEK,0,0,0,0,0,0
10095489,OKLAHOMA,1966,May,Tornado,C,LINCOLN,0,0,0,0,0K,0
10083725,NORTH DAKOTA,1966,June,Thunderstorm Wind,C,STARK,0,0,0,0,0,0
10083726,NORTH DAKOTA,1966,June,Tornado,C,BOWMAN,0,0,0,0,25K,0
10083727,NORTH DAKOTA,1966,June,Thunderstorm Wind,C,MCLEAN,0,0,0,0,0,0
10083728,NORTH DAKOTA,1966,June,Tornado,C,SHERIDAN,0,0,0,0,250K,0
10083729,NORTH DAKOTA,1966,June,Tornado,C,CAVALIER,1,0,1,0,25K,0
10083730,NORTH DAKOTA,1966,June,Tornado,C,BENSON,0,0,0,0,.25K,0
10095490,OKLAHOMA,1966,May,Hail,C,OKMULGEE,0,0,0,0,0,0
10095491,OKLAHOMA,1966,May,Thunderstorm Wind,C,OKMULGEE,0,0,0,0,0,0
10095492,OKLAHOMA,1966,May,Hail,C,GRANT,0,0,0,0,0,0
10095493,OKLAHOMA,1966,May,Hail,C,GRANT,0,0,0,0,0,0
10095494,OKLAHOMA,1966,May,Tornado,C,GRANT,0,0,0,0,0K,0
10095495,OKLAHOMA,1966,May,Hail,C,KAY,0,0,0,0,0,0
10095496,OKLAHOMA,1966,May,Hail,C,GRANT,0,0,0,0,0,0
10095497,OKLAHOMA,1966,May,Tornado,C,KAY,0,0,0,0,0K,0
10095498,OKLAHOMA,1966,May,Hail,C,KAY,0,0,0,0,0,0
10095499,OKLAHOMA,1966,May,Hail,C,KAY,0,0,0,0,0,0
10083731,NORTH DAKOTA,1966,June,Tornado,C,GRANT,0,0,0,0,25K,0
10083732,NORTH DAKOTA,1966,June,Tornado,C,WELLS,0,0,0,0,2.5K,0
10083734,NORTH DAKOTA,1966,June,Hail,C,WELLS,0,0,0,0,0,0
10057850,MISSOURI,1966,March,Thunderstorm Wind,C,CASS,0,0,0,0,0,0
10057851,MISSOURI,1966,March,Thunderstorm Wind,C,CARROLL,0,0,0,0,0,0
10057852,MISSOURI,1966,March,Thunderstorm Wind,C,COOPER,0,0,0,0,0,0
10057853,MISSOURI,1966,March,Tornado,C,GREENE,0,0,0,0,2.5K,0
10057854,MISSOURI,1966,April,Hail,C,,0,0,0,0,0,0
10057855,MISSOURI,1966,April,Hail,C,GREENE,0,0,0,0,0,0
10057856,MISSOURI,1966,April,Hail,C,GREENE,0,0,0,0,0,0
10057857,MISSOURI,1966,April,Hail,C,,0,0,0,0,0,0
